name,repoURL,sourceURL,wgetURL,have,source,newCategories,categories,scope,eTag,lastModifiedDateInSource,geoResolution,startDate,endDate,timeResolution,rasterized,fileType,fileSize,internalLocation,ckanURL,notes
International Crisis Behavior Dataset,,http://www.cidcm.umd.edu/icb/data/,"http://www.cidcm.umd.edu/icb/data/icb2v10-txt.zip ,
http://www.cidcm.umd.edu/icb/data/ICB2-2010-final.pdf ,
http://www.cidcm.umd.edu/icb/data/icb1v10-txt.zip ,
http://www.cidcm.umd.edu/icb/data/ICB1-2010-final.pdf",yes,"Center for International Development and Conflict Management, University of Maryland",War and Famine,Political Stability,Global,"ba9061ee62dcb1:5897,aebf8e362dcb1:5897,62de23eb62dcb1:5897,aca76ee262dcb1:5897","Mon 26 Jul 2010 21:10:10 GMT,Mon 26 Jul 2010 21:09:52 GMT,Mon 26 Jul 2010 21:10:04 GMT,Mon 26 Jul 2010 21:09:50 GMT",,,,,,"zip,pdf,zip,pdf",0.5068473816,,,
International Freshwater Treaties Database,http://www.transboundarywaters.orst.edu/database/index.html,http://www.transboundarywaters.orst.edu/database/interfreshtreatdata.html,"http://www.transboundarywaters.orst.edu/database/Treaties_0809.xls ,
http://www.transboundarywaters.orst.edu/database/Treaty%20Database%20Design%20(with%20descriptions).doc",yes,"Institute for Water and Watersheds, Oregon State University",Political Stability,Political Stability,Global,"be0068-aa0000-a5628500,","Tue 29 May 2012 22:49:24 GMT,",,,,,,"xls,",10.625,,,
International Governmental Organization ( IGO ) Data version  v 2.3 ,http://www.correlatesofwar.org/,http://www.correlatesofwar.org/COW2%20Data/IGOs/IGOv2.3.htm,"http://www.correlatesofwar.org/COW2%20Data/IGOs/IGO_igounit_v2.3.zip ,
http://www.correlatesofwar.org/COW2%20Data/IGOs/IGO_stateunit_v2.3.zip ,
http://www.correlatesofwar.org/COW2%20Data/IGOs/IGO_dyadunit_csv_v2.3.zip ,
http://www.correlatesofwar.org/COW2%20Data/IGOs/IGO_dyadunit_stata_v2.3.zip ,
http://www.correlatesofwar.org/COW2%20Data/IGOs/IGO_codebook_v2.1.pdf ,
http://www.correlatesofwar.org/COW2%20Data/IGOs/IGO_overview_of_changes_in_v2.3.pdf",yes,Correlates of War ,War and Famine,Political Stability ,Global,"17ae63dd6d18cb1:7f4,9e472a586f18cb1:7f4,a463de677418cb1:7f4,422d8bd96f18cb1:7f4,8088a6e95c9c31:7f4,3f825999218cb1:7f4","Wed 30 Jun 2010 16:04:05 GMT,Wed 30 Jun 2010 16:14:40 GMT,Wed 30 Jun 2010 16:50:54 GMT,Wed 30 Jun 2010 16:18:18 GMT,Tue 23 Dec 2003 20:43:33 GMT,Wed 30 Jun 2010 20:23:01 GMT",,,,,,"zip,zip,zip,zip,pdf,pdf",58.0154504776,,,
"International Military Invention, 1989 - 2005",,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/21282,,no,Kansas State University,War and Famine,Political Stability,Global,,,,,,,,,,,,
International River Basin Register,http://www.transboundarywaters.orst.edu/database/index.html,http://www.transboundarywaters.orst.edu/database/interriverbasinreg.html,"http://www.transboundarywaters.orst.edu/publications/register/dataset_jcv_withpercentages_final_2.xlsx ,
http://www.transboundarywaters.orst.edu/database/Basin_maps-labled-continent/Africa_template.tif ,
http://www.transboundarywaters.orst.edu/database/Basin_maps-labled-continent/Asia_template.tif ,
http://www.transboundarywaters.orst.edu/database/Basin_maps-labled-continent/Europe_template.tif ,
http://www.transboundarywaters.orst.edu/database/Basin_maps-labled-continent/North_America_template.tif ,
http://www.transboundarywaters.orst.edu/database/Basin_maps-labled-continent/Latin_America_template.tif",yes,"Institute for Water and Watersheds, Oregon State University",Changing Ecosystems,Biodiversity,Global,"64875c-1bf51-a365c0c0,908145-18142fc-987dc300,908146-18142fc-fd865480,908147-18142fc-238b7100,90814a-18142fc-9675f700,908149-18142fc-223c5300","Tue 17 Jul 2012 01:40:59 GMT,Fri 30 Jan 2009 23:30:52 GMT,Tue 03 Feb 2009 03:08:50 GMT,Mon 02 Feb 2009 22:33:08 GMT,Fri 30 Jan 2009 21:07:08 GMT,Fri 30 Jan 2009 22:57:48 GMT",,,,,,"txt,image/tiff,image/tiff,image/tiff,image/tiff,image/tiff",120.503476143,,,
"International Trade, 1879 - 2009 ( v 3.0 )",http://www.correlatesofwar.org/,http://www.correlatesofwar.org/COW2%20Data/Trade/Trade.html,"http://www.correlatesofwar.org/COW2%20Data/Trade/COW_Trade_3.0.zip ,
http://www.correlatesofwar.org/COW2%20Data/Trade/COW_Trade_Supplements.zip ,
http://www.correlatesofwar.org/COW2%20Data/Trade/Trade_Codebook_3.0.pdf",yes,Correlates of War ,International Travel and Commerce,"Transportation / Trade , Political Stability",Global,"d8cbfba44bdcd1:7f4,dd2f9ca531f4cc1:7f4,992d209531f4cc1:7f4","Thu 29 Mar 2012 01:31:20 GMT,Sun 26 Feb 2012 02:52:15 GMT,Sun 26 Feb 2012 02:51:47 GMT",,,,,,"zip,zip,pdf",9.4484767914,,,
International Water Event Database : 1950 - 2008,http://www.transboundarywaters.orst.edu/database/index.html,http://www.transboundarywaters.orst.edu/database/interwatereventdata.html,"http://www.transboundarywaters.orst.edu/database/EventMaster111710.xls ,
http://www.transboundarywaters.orst.edu/database/Events_field_descriptions%20(by%20Yoffe).doc",yes,"Institute for Water and Watersheds, Oregon State University",Political Stability,Political Stability,Global,"be006e-41da00-ee850dc0,","Tue 29 May 2012 23:09:51 GMT,",,,,,,"xls,",4.1157226563,,,
"Interstate System, 1816 - 2011",http://www.correlatesofwar.org/,http://www.correlatesofwar.org/COW2%20Data/SystemMembership/2011/System2011.html,http://www.correlatesofwar.org/COW2%20Data/SystemMembership/2011/SystemMembership2011.zip,yes,Correlates of War ,War and Famine,Political Stability,Global,2cbe60c4bd39cd1:7f4,Thu 24 May 2012 14:59:06 GMT,,,,,,zip,0.2369890213,,,
Invasive Species - Africanized Honey Bees ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/afrbeep.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/afrbeep020_nt00218.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18d098-47ecb9-48b463902ebdf,Tue 13 Jul 2010 15:07:07 GMT,,,,,,zip,4.4952936173,,,
"Invasive Species - Chinese Privet, Ligustrum sinense ",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/wdligut.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/wdligut_nt00099.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18d005-26de-4139928f65940,Fri 12 May 2006 15:40:45 GMT,,,,,,zip,0.0094890594,,,
"Invasive Species - Common Gorse, Ulex europaeus ",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/wdulext.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/wdulext_nt00102.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18cfee-14e5-4139929242000,Fri 12 May 2006 15:40:48 GMT,,,,,,zip,0.0051012039,,,
"Invasive Species - Leafy Spurge, Euphorbia esula ",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/wdeupht.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/wdeupht_nt00098.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18d004-272c-4139928e71700,Fri 12 May 2006 15:40:44 GMT,,,,,,zip,0.009563446,,,
"Invasive Species - Purple Loosestrife, Lythrum salicaria ",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/wdlytht.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/wdlytht_nt00100.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18d006-3afc-4139929059b80,Fri 12 May 2006 15:40:46 GMT,,,,,,zip,0.0144004822,,,
"Invasive Species - Tallowtree, Triadica sebifera ",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/wdtriat.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/wdtriat_nt00101.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18d007-1cc6-413992914ddc0,Fri 12 May 2006 15:40:47 GMT,,,,,,zip,0.007024765,,,
Invasive Species - Zebra and Quagga Mussel Distribution ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/zmusslx.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/musselx010g_nt00384.tar.gz,yes,National Atlas,Changing Ecosystems,Biodiversity,National,18d0b8-545d3-4be8598b6f659,Wed 25 Apr 2012 19:08:28 GMT,,,,,,zip,0.3295469284,,,
Irrigated Lands from Remote Sensing,http://www.sage.wisc.edu/mapsdatamodels.html,,http://www.sage.wisc.edu/people/ozdogan/irr_geotiff.zip,yes,"Center for Sustainability and Global Environment, University of Wisconsin - Madison",Changing Ecosystems,Land Use / Land Cover,Global,9dffb0-326225-4d504250,Mon 07 Feb 2011 19:04:48 GMT,,,,,,zip,3.1489610672,,,
"ISLSCP II CRU05 Climate Time Series for Global Land Areas, 1986 - 1995 ",http://daac.ornl.gov/,http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1014,http://daac.ornl.gov/cgi-bin/download.pl?ds_id=1014&source=dsviewer,no,Oak Ridge National Laboratory ,"Climate and Weather , Changing Ecosystems","Scenarios / GCM , Land Use / Land Cover ",Global,,,,,,,,,,,,Site requires login to begin data download
ISLSCP II ECOSYSTEM ROOTING DEPTHS,,,http://webmap.ornl.gov/kmz/ornldaac_ds929.kmz,yes,,Changing Ecosystems,"Land Use / Land Cover , Biodiversity",Global,7000000005b46-58f-49440d2c66a4c,Thu 04 Nov 2010 21:27:21 GMT,,,,,no,kmz,0.0013570786,,,The goal of this study was to predict the global distribution of plant rooting depths based on data about global aboveground vegetation structure and climate. 
ISLSCP II EDGAR 3 Gridded Greenhouse and Ozone Precursor Gas Emissions ,http://daac.ornl.gov/,http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1022,http://daac.ornl.gov/cgi-bin/download.pl?ds_id=1022&source=dsviewer,no,Oak Ridge National Laboratory ,Climate and Weather,Scenarios / GCM ,Global,,,,,,,,,,,,
ISLSCP II Gauge based Analyses of Daily Precipitation over Global Land Areas,http://daac.ornl.gov/,http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1001,http://daac.ornl.gov/cgi-bin/download.pl?ds_id=1001&source=dsviewer,no,Oak Ridge National Laboratory ,"Climate and Weather , Changing Ecosystems","Scenarios / GCM , Land Use / Land Cover ",Global,,,,,,,,,,,,Site requires login to begin data download
"ISLSCP II Global Gridded Gross Domestic Product ( GDP ) , 1990 ",http://daac.ornl.gov/,http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=974,http://daac.ornl.gov/cgi-bin/download.pl?ds_id=974&source=dsviewer,no,Oak Ridge National Laboratory ,Economy,Economy,Global,,,,,,,,,,,,Site requires login to begin data download
ISLSCP II Global Gridded Soil Characteristics ,http://daac.ornl.gov/,http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1004,http://daac.ornl.gov/cgi-bin/download.pl?ds_id=1004&source=dsviewer,no,Oak Ridge National Laboratory ,Changing Ecosystems,Land Use / Land Cover,Global,,,,,,,,,,,,Site requires login to begin data download
ISLSCP II Global Population of the World ,http://daac.ornl.gov/,http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=975,http://daac.ornl.gov/cgi-bin/download.pl?ds_id=975&source=dsviewer,no,Oak Ridge National Laboratory ,"Human Demographics and Behavior , Changing Ecosystems
","Political Stability , Biodiversity",Global,,,,,,,,,,,,Site requires login to begin data download
ISLSCP II Global River Fluxes of Carbon and Sediments to the Oceans ,http://daac.ornl.gov/,http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=1028,http://daac.ornl.gov/cgi-bin/download.pl?ds_id=1028&source=dsviewer,no,Oak Ridge National Laboratory ,"Climate and Weather , Changing Ecosystems","Biodiversity, Water Quality",Global,,,,,,,,,,,,Site requires login to begin data download
ISLSCP II Global Sea Ice Concentration,http://daac.ornl.gov/,http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=981,http://daac.ornl.gov/cgi-bin/download.pl?ds_id=981&source=dsviewer,no,Oak Ridge National Laboratory ,Climate and Weather,Scenarios / GCM,Global,,,,,,,,,,,,Site requires login to begin data download
ISLSCP II POTENTIAL NATURAL VEGETATION COVER,,,http://webmap.ornl.gov/kmz/ornldaac_ds961.kmz,yes,,"Climate and Weather , Changing Ecosystems","Land Use / Land Cover , Scenarios / GCM",Global,7000000005b4b-5f1-49440d3a701c8,Thu 04 Nov 2010 21:27:36 GMT,,,,,no,kmz,0.0014505386,,,"This data set was developed to describe the state of the global land cover in terms of 15 major vegetation types, plus water, before alteration by humans. It forms a complement to the historical croplands data set developed by Ramankutty and Foley (1999). By overlaying the two, one can determine the extent to which natural vegetation has been cleared for cultivation. This data set can be used directly within spatially-explicit climate and biogeochemical models. "
"ISLSCP II SNOW-FREE, SPATIALLY COMPLETE, 16 DAY ALBEDO, 2002",,,http://webmap.ornl.gov/kmz/ornldaac_ds960.kmz,yes,,,,Global,7000000005b4a-2cf5-49440d37809c7,Thu 04 Nov 2010 21:27:33 GMT,,2002,2002,0,no,kmz,0.0109758377,,,"This data set contains snow-free, spatially complete 16-day global black-sky albedos at local solar noon, white-sky albedos and quality information based on MODerate Resolution Imaging Spectroradiometer (MODIS) Collection 4 Albedo Products (MOD43B3)."
ISRIC - WISE Harmonized Global Soil Profile Dataset ,http://www.fao.org/geonetwork/srv/en/main.home,http://85.214.194.220/geonetwork/srv/en/main.home?uuid=a351682c-330a-4995-a5a1-57ad160e621c,http://www.isric.org/sites/all/modules/pubdlcnt/pubdlcnt.php?file=http://www.isric.org/sites/default/files/datasets/ISRIC-WISE3r1.zip&nid=244,no,ISRIC - World Soil Foundation,Changing Ecosystems,Land Use / Land Cover,Global,,,,,,,,,,,,
Kansas Event Data System ,,http://thedata.harvard.edu/dvn/dv/pschrodt/faces/study/StudyPage.xhtml?globalId=hdl:1902.1/10713&studyListingIndex=0_530b519fdde68b3427995df518c4,,no,Philip A. Schrodt,Political Stability,Political Stability,Global,,,,,,,,,,,,
Land Cover 1 Kilometer Resolution ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/landcvi.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/landcvi020l_nt00016.tar.gz,yes,National Atlas,Changing Ecosystems,Land Use / Land Cover,National,18d027-3c85a5-401c437e7d280,Tue 27 Sep 2005 17:29:30 GMT,,,,,,zip,3.7826280594,,,
"Land Cover 100 Meter Resolution - Alaska, Albers Projection ",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/ldco100.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/ldco48i0100a.tif_nt00836.tar.gz,yes,National Atlas,Changing Ecosystems,Land Use / Land Cover,National,7e3339-bdc6115-4dbc272585fda,Thu 02 May 2013 20:54:55 GMT,,,,,,zip,189.773701668,,,
"Land Cover 100 Meter Resolution - Conterminous United States, Albers Projection ",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/ldco100.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/ldco48i0100a.tif_nt00836.tar.gz,yes,National Atlas,Changing Ecosystems,Land Use / Land Cover,National,7e3339-bdc6115-4dbc272585fda,Thu 02 May 2013 20:54:55 GMT,,,,,,zip,189.773701668,,,
"Land Cover 100 Meter Resolution - Hawaii, Albers Projection",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/ldco100.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/ldcohii0100a.tif_nt00838.tar.gz,yes,National Atlas,Changing Ecosystems,Land Use / Land Cover,National,7e2234-732f5-4dbc270a94926,Thu 02 May 2013 20:54:27 GMT,,,,,,zip,0.4499406815,,,
"Land Cover 100 Meter Resolution - Puerto Rico and the U.S. Virgin Islands, Albers Projection ",http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/ldco100.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/ldcopri0100a.tif_nt00839.tar.gz,yes,National Atlas,Changing Ecosystems,Land Use / Land Cover,National,7e2233-50cb0-4dbc271251845,Thu 02 May 2013 20:54:35 GMT,,,,,,zip,0.3155975342,,,
Land Cover 200 Meter Resolution ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/lancovi.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/lancovi200l_nt00243.tar.gz,yes,National Atlas,Changing Ecosystems,Land Use / Land Cover,National,18d011-308bf34-401c292061d00,Tue 27 Sep 2005 15:31:32 GMT,,,,,,zip,48.5466804504,,,
Land Cover Diversity ,http://www.nationalatlas.gov/atlasftp.html,http://www.nationalatlas.gov/mld/lcdvrsi.html,http://dds.cr.usgs.gov/pub/data/nationalatlas/lcdvrsi020l_nt00017.tar.gz,yes,National Atlas,Changing Ecosystems,Land Use / Land Cover,National,18d055-e3d46e-407e44dea9600,Wed 14 Dec 2005 16:17:28 GMT,,,,,,zip,14.2393627167,,,
"Last of the Wild ( Geography), v2 ",http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/wildareas-v2-last-of-the-wild-geographic/data-download,"http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_global_geo.zip ,
http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_africa_geo.zip ,
http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_asia_geo.zip ,
http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_europe_geo.zip ,
http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_n_america_geo.zip ,
http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_oceania_geo.zip ,
http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_s_america_geo.zip",yes,"SEDAC, Columbia University","Climate and Weather , Changing Ecosystems","Biodiversity, Scenarios / GCM",Global,"b744b-1bb23b4-4523cf7750780,b7448-3383de-4523cf59c01c0,b7449-4cc36c-4523cf671a140,b744a-66134-4523cf643da80,b744d-95c922-4523cf9e6a3c0,b744e-2e1cea-4523cfaad0100,b744f-717305-4523cfa8e7c80","Thu 17 Jul 2008 19:08:30 GMT,Thu 17 Jul 2008 19:07:59 GMT,Thu 17 Jul 2008 19:08:13 GMT,Thu 17 Jul 2008 19:08:10 GMT,Thu 17 Jul 2008 19:09:11 GMT,Thu 17 Jul 2008 19:09:24 GMT,Thu 17 Jul 2008 19:09:22 GMT",,,,,,"zip,zip,zip,zip,zip,zip,zip",55.4465970993,,,
"Last of the Wild ( IGHP ), v2 ",http://sedac.ciesin.columbia.edu/data/sets/browse,http://sedac.ciesin.columbia.edu/data/set/wildareas-v2-last-of-the-wild-ighp/data-download,http://www.ciesin.columbia.edu/repository/wildareas/data/ltw_global_ighp.zip,yes,"SEDAC, Columbia University","Climate and Weather , Changing Ecosystems
","Biodiversity, Scenarios / GCM",Global,b744c-2fa4dae-4523cf901c200,Thu 17 Jul 2008 19:08:56 GMT,,,,,,zip,47.6439647675,,,
LBA - IBIS ,http://www.sage.wisc.edu/mapsdatamodels.html,http://www.sage.wisc.edu/download/LBA/lba.html,http://www.sage.wisc.edu/download/LBA/LBA-IBIS.zip,yes,"Center for Sustainability and Global Environment, University of Wisconsin - Madison",Changing Ecosystems,Biodiversity,Global,692d42-21d10862-44401ac3,Fri 14 Apr 2006 21:57:23 GMT,,,,,,zip,541.064546585,,,
LBA - Macrohydrological Dataset,http://www.sage.wisc.edu/mapsdatamodels.html,http://www.sage.wisc.edu/download/LBA/lba.html,http://www.sage.wisc.edu/download/LBA/macrohydro/macrohydrodata.zip,yes,"Center for Sustainability and Global Environment, University of Wisconsin - Madison","Climate and Weather
",Scenarios / GCM,Global,692d46-247033-3be59a17,Sun 04 Nov 2001 19:42:15 GMT,,,,,,zip,2.2773923874,,,
Lead non-attainment Areas 2008,,http://epa.gov/airquality/greenbk/gis_download.html,,no,United States Environmental Protection Agency,Changing Ecosystems,Land Use / Land Cover,National,,,"30m, 1km",,,,yes,,,,,
Length of International Boundaries,http://www.prio.no/Data/Geographical-and-Resource-Datasets/,http://www.prio.no/Data/Geographical-and-Resource-Datasets/Length-of-International-Boundaries/,"http://www.prio.no/Global/upload/CSCW/Data/Geographical/file42134_boundary_length_data.xls ,
http://www.prio.no/Global/upload/CSCW/Data/Geographical/file42135_boundary_length_data.zip",yes,"Furlong, Kathryn & Nils Petter Gleditsch, 2003. ’The Boundary Dataset’, Conflict Management and Peace Science 29(1): 93–117","Human Demographics and Behavior, Political Stability",Political Stability,Global,"1CDD3B4D5874526,1CDD3B4DB92BD3B","Thu 06 Dec 2012 13:23:09 GMT,Thu 06 Dec 2012 13:23:19 GMT",,,,,,"xls,zip",0.8104019165,,,
